AREANM,AREACD,Year,GDHI,UK_Average,Diff_from_UK_Avg,Pct_of_UK_Avg,Income_Category
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2006,12514,14783.843575418994,-2269.843575418994,84.64645838655214,Low
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2006,13254,14783.843575418994,-1529.843575418994,89.65192260311348,Low
Na h-Eileanan Siar (Western Isles),UKM64,2006,11572,14783.843575418994,-3211.843575418994,78.27463772168622,Low
Orkney Islands,UKM65,2006,12544,14783.843575418994,-2239.843575418994,84.84938261154787,Low
Shetland Islands,UKM66,2006,13494,14783.843575418994,-1289.843575418994,91.27531640307932,Low
Angus and Dundee City,UKM71,2006,12955,14783.843575418994,-1828.843575418994,87.62944449398937,Low
Clackmannanshire and Fife,UKM72,2006,12638,14783.843575418994,-2145.843575418994,85.48521184986781,Low
East Lothian and Midlothian,UKM73,2006,15188,14783.843575418994,404.1564245810059,102.73377097450486,Medium
"Edinburgh, City of",UKM75,2006,17809,14783.843575418994,3025.156424581006,120.46258409829846,Medium
Falkirk,UKM76,2006,13166,14783.843575418994,-1617.843575418994,89.05667820979266,Low
Perth & Kinross and Stirling,UKM77,2006,16351,14783.843575418994,1567.156424581006,110.60046676350599,Medium
West Lothian,UKM78,2006,13264,14783.843575418994,-1519.843575418994,89.71956401144539,Low
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2006,14598,14783.843575418994,-185.84357541899408,98.74292788292217,Low
Glasgow City,UKM82,2006,12778,14783.843575418994,-2005.843575418994,86.43219156651456,Low
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2006,14563,14783.843575418994,-220.84357541899408,98.50618295376049,Low
North Lanarkshire,UKM84,2006,12140,14783.843575418994,-2643.843575418994,82.11666971493871,Low
Scottish Borders,UKM91,2006,14746,14783.843575418994,-37.84357541899408,99.74402072623444,Low
Dumfries & Galloway,UKM92,2006,12982,14783.843575418994,-1801.843575418994,87.81207629648551,Low
East Ayrshire and North Ayrshire mainland,UKM93,2006,12381,14783.843575418994,-2402.843575418994,83.74682765573773,Low
South Ayrshire,UKM94,2006,14469,14783.843575418994,-314.8435754189941,97.87035371544053,Low
South Lanarkshire,UKM95,2006,13781,14783.843575418994,-1002.8435754189941,93.21662482220513,Low
Belfast,UKN06,2006,12851,14783.843575418994,-1932.843575418994,86.9259738473375,Low
"Armagh City, Banbridge and Craigavon",UKN07,2006,12858,14783.843575418994,-1925.843575418994,86.97332283316985,Low
"Newry, Mourne and Down",UKN08,2006,12872,14783.843575418994,-1911.843575418994,87.06802080483452,Low
Ards and North Down,UKN09,2006,13598,14783.843575418994,-1185.843575418994,91.97878704973117,Low
Derry City and Strabane,UKN10,2006,11775,14783.843575418994,-3008.843575418994,79.64775831082399,Low
Mid Ulster,UKN11,2006,12279,14783.843575418994,-2504.843575418994,83.05688529075225,Low
Causeway Coast and Glens,UKN12,2006,11849,14783.843575418994,-2934.843575418994,80.14830473248013,Low
Antrim and Newtownabbey,UKN13,2006,13340,14783.843575418994,-1443.843575418994,90.23363871476789,Low
Lisburn and Castlereagh,UKN14,2006,13658,14783.843575418994,-1125.843575418994,92.38463549972263,Low
Mid and East Antrim,UKN15,2006,13348,14783.843575418994,-1435.843575418994,90.28775184143343,Low
Fermanagh and Omagh,UKN16,2006,12396,14783.843575418994,-2387.843575418994,83.84828976823559,Low
Hartlepool and Stockton-on-Tees,UKC11,2007,12923,15413.893854748603,-2490.893854748603,83.83994415543982,Low
South Teesside,UKC12,2007,11904,15413.893854748603,-3509.893854748603,77.22902539861917,Low
Darlington,UKC13,2007,13222,15413.893854748603,-2191.893854748603,85.77975250508592,Low
Durham CC,UKC14,2007,12529,15413.893854748603,-2884.893854748603,81.28380873818043,Low
Northumberland,UKC21,2007,14803,15413.893854748603,-610.8938547486032,96.03673244084004,Low
Tyneside,UKC22,2007,12523,15413.893854748603,-2890.893854748603,81.24488281812063,Low
Sunderland,UKC23,2007,12006,15413.893854748603,-3407.893854748603,77.89076603963558,Low
West Cumbria,UKD11,2007,13692,15413.893854748603,-1721.8938547486032,88.82894957643597,Low
East Cumbria,UKD12,2007,15802,15413.893854748603,388.1061452513968,102.51789813079472,Medium
Manchester,UKD33,2007,10673,15413.893854748603,-4740.893854748603,69.24272413301937,Low
Greater Manchester South West,UKD34,2007,16088,15413.893854748603,674.1061452513968,104.37336698697794,Medium
Greater Manchester South East,UKD35,2007,13950,15413.893854748603,-1463.8938547486032,90.50276413900686,Low
Greater Manchester North West,UKD36,2007,13589,15413.893854748603,-1824.8938547486032,88.16072128207628,Low
Greater Manchester North East,UKD37,2007,12715,15413.893854748603,-2698.893854748603,82.49051226003384,Low
Blackburn with Darwen,UKD41,2007,10951,15413.893854748603,-4462.893854748603,71.0462917624562,Low
Blackpool,UKD42,2007,11882,15413.893854748603,-3531.893854748603,77.08629702506663,Low
Lancaster and Wyre,UKD44,2007,13403,15413.893854748603,-2010.8938547486032,86.95401776022285,Low
Mid Lancashire,UKD45,2007,15083,15413.893854748603,-330.8938547486032,97.85327537696347,Medium
East Lancashire,UKD46,2007,12200,15413.893854748603,-3213.893854748603,79.14937078823539,Low
Chorley and West Lancashire,UKD47,2007,14828,15413.893854748603,-585.8938547486032,96.19892377442248,Low
Warrington,UKD61,2007,15535,15413.893854748603,121.10614525139681,100.78569468813416,Medium
Cheshire East,UKD62,2007,17534,15413.893854748603,2120.106145251397,113.75451372138683,Medium
Cheshire West and Chester,UKD63,2007,16359,15413.893854748603,945.1061452513968,106.13152104301169,Medium
East Merseyside,UKD71,2007,12616,15413.893854748603,-2797.893854748603,81.84823457904734,Low
Liverpool,UKD72,2007,12025,15413.893854748603,-3388.893854748603,78.01403145315824,Low
Sefton,UKD73,2007,14364,15413.893854748603,-1049.8938547486032,93.18865262313221,Low
Wirral,UKD74,2007,14488,15413.893854748603,-925.8938547486032,93.99312163770117,Low
"Kingston upon Hull, City of",UKE11,2007,10584,15413.893854748603,-4829.893854748603,68.66532298546585,Low
East Riding of Yorkshire,UKE12,2007,15270,15413.893854748603,-143.8938547486032,99.0664665521602,Medium
North and North East Lincolnshire,UKE13,2007,13042,15413.893854748603,-2371.893854748603,84.61197490329229,Low
York,UKE21,2007,14898,15413.893854748603,-515.8938547486032,96.65305950845334,Low
North Yorkshire CC,UKE22,2007,16889,15413.893854748603,1475.1061452513968,109.56997731495963,Medium
"Barnsley, Doncaster and Rotherham",UKE31,2007,12597,15413.893854748603,-2816.893854748603,81.72496916552468,Low
Sheffield,UKE32,2007,12649,15413.893854748603,-2764.893854748603,82.06232713937618,Low
Bradford,UKE41,2007,12069,15413.893854748603,-3344.893854748603,78.29948820026334,Low
Leeds,UKE42,2007,14023,15413.893854748603,-1390.8938547486032,90.9763628330676,Low
Calderdale and Kirklees,UKE44,2007,13377,15413.893854748603,-2036.8938547486032,86.7853387732971,Low
Wakefield,UKE45,2007,13646,15413.893854748603,-1767.8938547486032,88.53051752264427,Low
Derby,UKF11,2007,12437,15413.893854748603,-2976.893854748603,80.686944630597,Low
East Derbyshire,UKF12,2007,13187,15413.893854748603,-2226.893854748603,85.5526846380705,Low
South and West Derbyshire,UKF13,2007,14979,15413.893854748603,-434.8938547486032,97.17855942926047,Low
Nottingham,UKF14,2007,10542,15413.893854748603,-4871.893854748603,68.39284154504733,Low
North Nottinghamshire,UKF15,2007,13644,15413.893854748603,-1769.8938547486032,88.51754221595766,Low
South Nottinghamshire,UKF16,2007,16089,15413.893854748603,675.1061452513968,104.37985464032124,Medium
Leicester,UKF21,2007,10760,15413.893854748603,-4653.893854748603,69.80714997388628,Low
Leicestershire CC and Rutland,UKF22,2007,15652,15413.893854748603,238.1061452513968,101.54475012930003,Medium
West Northamptonshire,UKF24,2007,16069,15413.893854748603,655.1061452513968,104.25010157345527,Medium
North Northamptonshire,UKF25,2007,15152,15413.893854748603,-261.8938547486032,98.30092345765102,Medium
Lincolnshire,UKF30,2007,14220,15413.893854748603,-1193.8938547486032,92.2544305416973,Low
"Herefordshire, County of",UKG11,2007,15103,15413.893854748603,-310.8938547486032,97.98302844382943,Medium
Worcestershire,UKG12,2007,15936,15413.893854748603,522.1061452513968,103.38724367879664,Medium
Warwickshire,UKG13,2007,16466,15413.893854748603,1052.1061452513968,106.82569995074458,Medium
Telford and Wrekin,UKG21,2007,12877,15413.893854748603,-2536.893854748603,83.54151210164812,Low
Shropshire CC,UKG22,2007,15123,15413.893854748603,-290.8938547486032,98.11278151069538,Medium
Stoke-on-Trent,UKG23,2007,11405,15413.893854748603,-4008.893854748603,73.9916863803135,Low
Staffordshire CC,UKG24,2007,14589,15413.893854748603,-824.8938547486032,94.64837462537426,Low
Birmingham,UKG31,2007,11644,15413.893854748603,-3769.893854748603,75.5422355293617,Low
Solihull,UKG32,2007,17231,15413.893854748603,1817.1061452513968,111.78875475836753,Medium
Coventry,UKG33,2007,12251,15413.893854748603,-3162.893854748603,79.48024110874357,Low
Dudley,UKG36,2007,12530,15413.893854748603,-2883.893854748603,81.29029639152373,Low
Sandwell,UKG37,2007,10676,15413.893854748603,-4737.893854748603,69.26218709304925,Low
Walsall,UKG38,2007,11273,15413.893854748603,-4140.893854748603,73.13531613899815,Low
Wolverhampton,UKG39,2007,11580,15413.893854748603,-3833.893854748603,75.12702571539064,Low
Peterborough,UKH11,2007,13856,15413.893854748603,-1557.8938547486032,89.89292472473684,Low
Cambridgeshire CC,UKH12,2007,16762,15413.893854748603,1348.1061452513968,108.74604534036078,Medium
Suffolk,UKH14,2007,14667,15413.893854748603,-746.8938547486032,95.15441158615151,Low
Norwich and East Norfolk,UKH15,2007,13446,15413.893854748603,-1967.8938547486032,87.23298685398467,Low
North and West Norfolk,UKH16,2007,13443,15413.893854748603,-1970.8938547486032,87.21352389395479,Low
Breckland and South Norfolk,UKH17,2007,14118,15413.893854748603,-1295.8938547486032,91.59268990068091,Low
Luton,UKH21,2007,12128,15413.893854748603,-3285.893854748603,78.68225974751793,Low
Hertfordshire,UKH23,2007,19345,15413.893854748603,3931.106145251397,125.50365392609947,High
Bedford,UKH24,2007,15431,15413.893854748603,17.10614525139681,100.11097874043115,Medium
Central Bedfordshire,UKH25,2007,16389,15413.893854748603,975.1061452513968,106.32615064331064,Medium
Southend-on-Sea,UKH31,2007,15057,15413.893854748603,-356.8938547486032,97.68459639003771,Medium
Thurrock,UKH32,2007,13936,15413.893854748603,-1477.8938547486032,90.41193699220068,Low
Essex Haven Gateway,UKH34,2007,14757,15413.893854748603,-656.8938547486032,95.73830038704833,Low
West Essex,UKH35,2007,18610,15413.893854748603,3196.106145251397,120.73522871877545,High
Heart of Essex,UKH36,2007,18395,15413.893854748603,2981.106145251397,119.34038324996638,High
Essex Thames Gateway,UKH37,2007,15933,15413.893854748603,519.1061452513968,103.36778071876675,Medium
Camden and City of London,UKI31,2007,35709,15413.893854748603,20295.106145251397,231.66761323582764,Very High
Westminster,UKI32,2007,37568,15413.893854748603,22154.106145251397,243.7281608010186,Very High
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2007,43444,15413.893854748603,28030.106145251397,281.84961184623756,Very High
Wandsworth,UKI34,2007,29240,15413.893854748603,13826.106145251397,189.698983758033,Very High
Hackney and Newham,UKI41,2007,14288,15413.893854748603,-1125.8938547486032,92.69559096904158,Low
Tower Hamlets,UKI42,2007,19742,15413.893854748603,4328.106145251397,128.07925230338876,High
Haringey and Islington,UKI43,2007,23525,15413.893854748603,8111.106145251397,152.62204490108505,Very High
Lewisham and Southwark,UKI44,2007,17191,15413.893854748603,1777.1061452513968,111.52924862463563,Medium
Lambeth,UKI45,2007,18479,15413.893854748603,3065.106145251397,119.88534613080341,High
Bexley and Greenwich,UKI51,2007,17583,15413.893854748603,2169.106145251397,114.07240873520843,Medium
Barking & Dagenham and Havering,UKI52,2007,15703,15413.893854748603,289.1061452513968,101.87562044980822,Medium
Redbridge and Waltham Forest,UKI53,2007,16524,15413.893854748603,1110.1061452513968,107.20198384465587,Medium
Enfield,UKI54,2007,16798,15413.893854748603,1384.1061452513968,108.97960086071951,Medium
Bromley,UKI61,2007,21683,15413.893854748603,6269.106145251397,140.67178744273014,High
Croydon,UKI62,2007,17162,15413.893854748603,1748.1061452513968,111.34110667767997,Medium
"Merton, Kingston upon Thames and Sutton",UKI63,2007,21206,15413.893854748603,5792.106145251397,137.57717679797702,High
Barnet,UKI71,2007,20655,15413.893854748603,5241.106145251397,134.00247980581983,High
Brent,UKI72,2007,17500,15413.893854748603,2086.106145251397,113.5339335077147,Medium
Ealing,UKI73,2007,19057,15413.893854748603,3643.106145251397,123.63520976322965,High
Harrow and Hillingdon,UKI74,2007,18364,15413.893854748603,2950.106145251397,119.13926599632414,High
Hounslow and Richmond upon Thames,UKI75,2007,24271,15413.893854748603,8857.106145251397,157.46183429518533,Very High
Berkshire,UKJ11,2007,19206,15413.893854748603,3792.106145251397,124.60187011138105,High
Milton Keynes,UKJ12,2007,16183,15413.893854748603,769.1061452513968,104.98969405459124,Medium
Buckinghamshire CC,UKJ13,2007,21844,15413.893854748603,6430.106145251397,141.7162996310011,High
Oxfordshire,UKJ14,2007,18558,15413.893854748603,3144.106145251397,120.39787074492396,High
Brighton and Hove,UKJ21,2007,16813,15413.893854748603,1399.1061452513968,109.07691566086896,Medium
East Sussex CC,UKJ22,2007,17026,15413.893854748603,1612.1061452513968,110.45878582299144,Medium
West Surrey,UKJ25,2007,23159,15413.893854748603,7745.106145251397,150.247563777438,Very High
East Surrey,UKJ26,2007,23047,15413.893854748603,7633.106145251397,149.5209466029886,Very High
West Sussex (South West),UKJ27,2007,16917,15413.893854748603,1503.1061452513968,109.75163160857197,Medium
West Sussex (North East),UKJ28,2007,19519,15413.893854748603,4105.106145251397,126.63250560783332,High
Portsmouth,UKJ31,2007,12139,15413.893854748603,-3274.893854748603,78.7536239342942,Low
Southampton,UKJ32,2007,12842,15413.893854748603,-2571.893854748603,83.31444423463269,Low
Isle of Wight,UKJ34,2007,14401,15413.893854748603,-1012.8938547486032,93.42869579683425,Low
South Hampshire,UKJ35,2007,15761,15413.893854748603,347.1061452513968,102.25190434371949,Medium
Central Hampshire,UKJ36,2007,19494,15413.893854748603,4080.106145251397,126.47031427425087,High
North Hampshire,UKJ37,2007,18556,15413.893854748603,3142.106145251397,120.38489543823736,High
Medway,UKJ41,2007,14739,15413.893854748603,-674.8938547486032,95.62152262686897,Low
Kent Thames Gateway,UKJ43,2007,15109,15413.893854748603,-304.8938547486032,98.02195436388922,Medium
East Kent,UKJ44,2007,13989,15413.893854748603,-1424.8938547486032,90.75578261939548,Low
Mid Kent,UKJ45,2007,17216,15413.893854748603,1802.1061452513968,111.69143995821807,Medium
West Kent,UKJ46,2007,21065,15413.893854748603,5651.106145251397,136.66241767657198,High
"Bristol, City of",UKK11,2007,14322,15413.893854748603,-1091.8938547486032,92.9161711827137,Low
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2007,16482,15413.893854748603,1068.1061452513968,106.92950240423735,Medium
Gloucestershire,UKK13,2007,16626,15413.893854748603,1212.1061452513968,107.86372448567225,Medium
Swindon,UKK14,2007,15374,15413.893854748603,-39.89385474860319,99.74118249986319,Medium
Wiltshire CC,UKK15,2007,16718,15413.893854748603,1304.1061452513968,108.46058859325566,Medium
Bournemouth and Poole,UKK21,2007,16375,15413.893854748603,961.1061452513968,106.23532349650446,Medium
Dorset CC,UKK22,2007,16808,15413.893854748603,1394.1061452513968,109.04447739415248,Medium
Somerset,UKK23,2007,15598,15413.893854748603,184.1061452513968,101.19441684876193,Medium
Cornwall and Isles of Scilly,UKK30,2007,14139,15413.893854748603,-1274.8938547486032,91.72893062089017,Low
Plymouth,UKK41,2007,12639,15413.893854748603,-2774.893854748603,81.9974506059432,Low
Torbay,UKK42,2007,13787,15413.893854748603,-1626.8938547486032,89.44527664404929,Low
Devon CC,UKK43,2007,15513,15413.893854748603,99.10614525139681,100.6429663145816,Medium
Isle of Anglesey,UKL11,2007,13182,15413.893854748603,-2231.893854748603,85.520246371354,Low
Gwynedd,UKL12,2007,13045,15413.893854748603,-2368.893854748603,84.63143786332218,Low
Conwy and Denbighshire,UKL13,2007,13957,15413.893854748603,-1456.8938547486032,90.54817771240994,Low
South West Wales,UKL14,2007,13041,15413.893854748603,-2372.893854748603,84.60548724994898,Low
Central Valleys,UKL15,2007,12130,15413.893854748603,-3283.893854748603,78.69523505420453,Low
Gwent Valleys,UKL16,2007,12106,15413.893854748603,-3307.893854748603,78.53953137396537,Low
Bridgend and Neath Port Talbot,UKL17,2007,13046,15413.893854748603,-2367.893854748603,84.63792551666548,Low
Swansea,UKL18,2007,12730,15413.893854748603,-2683.893854748603,82.58782706018332,Low
Monmouthshire and Newport,UKL21,2007,14759,15413.893854748603,-654.8938547486032,95.75127569373491,Low
Cardiff and Vale of Glamorgan,UKL22,2007,14107,15413.893854748603,-1306.8938547486032,91.52132571390463,Low
Flintshire and Wrexham,UKL23,2007,13616,15413.893854748603,-1797.8938547486032,88.33588792234532,Low
Powys,UKL24,2007,13942,15413.893854748603,-1471.8938547486032,90.45086291226046,Low
Aberdeen City and Aberdeenshire,UKM50,2007,17176,15413.893854748603,1762.1061452513968,111.43193382448615,Medium
Caithness & Sutherland and Ross & Cromarty,UKM61,2007,14074,15413.893854748603,-1339.8938547486032,91.30723315357581,Low
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2007,13373,15413.893854748603,-2040.8938547486032,86.75938815992393,Low
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2007,13851,15413.893854748603,-1562.8938547486032,89.86048645802035,Low
Na h-Eileanan Siar (Western Isles),UKM64,2007,12712,15413.893854748603,-2701.893854748603,82.47104930000395,Low
Orkney Islands,UKM65,2007,13930,15413.893854748603,-1483.8938547486032,90.3730110721409,Low
Shetland Islands,UKM66,2007,13911,15413.893854748603,-1502.8938547486032,90.24974565861822,Low
Angus and Dundee City,UKM71,2007,13735,15413.893854748603,-1678.8938547486032,89.10791867019779,Low
Clackmannanshire and Fife,UKM72,2007,13601,15413.893854748603,-1812.8938547486032,88.23857312219586,Low
East Lothian and Midlothian,UKM73,2007,15812,15413.893854748603,398.1061452513968,102.5827746642277,Medium
"Edinburgh, City of",UKM75,2007,18172,15413.893854748603,2758.106145251397,117.89363655441095,High
Falkirk,UKM76,2007,13888,15413.893854748603,-1525.8938547486032,90.10052963172238,Low
Perth & Kinross and Stirling,UKM77,2007,16891,15413.893854748603,1477.1061452513968,109.58295262164621,Medium
West Lothian,UKM78,2007,14488,15413.893854748603,-925.8938547486032,93.99312163770117,Low
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2007,15133,15413.893854748603,-280.8938547486032,98.17765804412836,Medium
Glasgow City,UKM82,2007,13515,15413.893854748603,-1898.8938547486032,87.68063493467223,Low
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2007,15123,15413.893854748603,-290.8938547486032,98.11278151069538,Medium
North Lanarkshire,UKM84,2007,12915,15413.893854748603,-2498.893854748603,83.78804292869344,Low
Scottish Borders,UKM91,2007,15308,15413.893854748603,-105.89385474860319,99.31299737920551,Medium
Dumfries & Galloway,UKM92,2007,13736,15413.893854748603,-1677.8938547486032,89.11440632354109,Low
East Ayrshire and North Ayrshire mainland,UKM93,2007,13121,15413.893854748603,-2292.893854748603,85.12449951741281,Low
South Ayrshire,UKM94,2007,14781,15413.893854748603,-632.8938547486032,95.89400406728747,Low
South Lanarkshire,UKM95,2007,14486,15413.893854748603,-927.8938547486032,93.98014633101457,Low
Belfast,UKN06,2007,12948,15413.893854748603,-2465.893854748603,84.00213548902228,Low
"Armagh City, Banbridge and Craigavon",UKN07,2007,13218,15413.893854748603,-2195.893854748603,85.75380189171273,Low
"Newry, Mourne and Down",UKN08,2007,13001,15413.893854748603,-2412.893854748603,84.34598111621708,Low
Ards and North Down,UKN09,2007,14021,15413.893854748603,-1392.8938547486032,90.96338752638101,Low
Derry City and Strabane,UKN10,2007,11862,15413.893854748603,-3551.893854748603,76.95654395820067,Low
Mid Ulster,UKN11,2007,12395,15413.893854748603,-3018.893854748603,80.41446319017848,Low
Causeway Coast and Glens,UKN12,2007,11872,15413.893854748603,-3541.893854748603,77.02142049163363,Low
Antrim and Newtownabbey,UKN13,2007,13866,15413.893854748603,-1547.8938547486032,89.95780125816982,Low
Lisburn and Castlereagh,UKN14,2007,14191,15413.893854748603,-1222.8938547486032,92.06628859474166,Low
Mid and East Antrim,UKN15,2007,13768,15413.893854748603,-1645.8938547486032,89.32201123052663,Low
Fermanagh and Omagh,UKN16,2007,12477,15413.893854748603,-2936.893854748603,80.94645076432893,Low
Hartlepool and Stockton-on-Tees,UKC11,2008,13241,15868.910614525139,-2627.910614525139,83.43988016341993,Low
South Teesside,UKC12,2008,12160,15868.910614525139,-3708.910614525139,76.62781835112048,Low
Darlington,UKC13,2008,13219,15868.910614525139,-2649.910614525139,83.30124430785047,Low
Durham CC,UKC14,2008,12775,15868.910614525139,-3093.910614525139,80.50332067726679,Low
Northumberland,UKC21,2008,15681,15868.910614525139,-187.91061452513895,98.81585687203291,Medium
Tyneside,UKC22,2008,12681,15868.910614525139,-3187.910614525139,79.91096747619727,Low
Sunderland,UKC23,2008,12189,15868.910614525139,-3679.910614525139,76.81056561528023,Low
West Cumbria,UKD11,2008,13910,15868.910614525139,-1958.910614525139,87.65567049869128,Low
East Cumbria,UKD12,2008,16110,15868.910614525139,241.08938547486105,101.51925605563741,Medium
Manchester,UKD33,2008,10903,15868.910614525139,-4965.910614525139,68.70666969426534,Low
Greater Manchester South West,UKD34,2008,16271,15868.910614525139,402.08938547486105,102.53381845321393,Medium
Greater Manchester South East,UKD35,2008,14181,15868.910614525139,-1687.910614525139,89.36341217411508,Low
Greater Manchester North West,UKD36,2008,13697,15868.910614525139,-2171.910614525139,86.31342335158693,Low
Greater Manchester North East,UKD37,2008,12877,15868.910614525139,-2991.910614525139,81.1460869167252,Low
Blackburn with Darwen,UKD41,2008,10916,15868.910614525139,-4952.910614525139,68.7885908816473,Low
Blackpool,UKD42,2008,12176,15868.910614525139,-3692.910614525139,76.72864442789827,Low
Lancaster and Wyre,UKD44,2008,13773,15868.910614525139,-2095.910614525139,86.79234721628144,Low
Mid Lancashire,UKD45,2008,15416,15868.910614525139,-452.91061452513895,97.14592497540076,Medium
East Lancashire,UKD46,2008,12681,15868.910614525139,-3187.910614525139,79.91096747619727,Low
Chorley and West Lancashire,UKD47,2008,15236,15868.910614525139,-632.910614525139,96.01163161165063,Medium
Warrington,UKD61,2008,15599,15868.910614525139,-269.91061452513895,98.29912322854673,Medium
Cheshire East,UKD62,2008,17863,15868.910614525139,1994.089385474861,112.56601309260404,Medium
Cheshire West and Chester,UKD63,2008,16852,15868.910614525139,983.089385474861,106.19506536620742,Medium
East Merseyside,UKD71,2008,12923,15868.910614525139,-2945.910614525139,81.43596188746135,Low
Liverpool,UKD72,2008,12046,15868.910614525139,-3822.910614525139,75.90943255407872,Low
Sefton,UKD73,2008,14697,15868.910614525139,-1171.910614525139,92.61505315019882,Low
Wirral,UKD74,2008,14866,15868.910614525139,-1002.910614525139,93.68002858616423,Low
"Kingston upon Hull, City of",UKE11,2008,10896,15868.910614525139,-4972.910614525139,68.66255828567506,Low
East Riding of Yorkshire,UKE12,2008,15456,15868.910614525139,-412.91061452513895,97.39799016734524,Medium
North and North East Lincolnshire,UKE13,2008,13072,15868.910614525139,-2796.910614525139,82.3749047274545,Low
York,UKE21,2008,14995,15868.910614525139,-873.910614525139,94.49293883018515,Low
North Yorkshire CC,UKE22,2008,17242,15868.910614525139,1373.089385474861,108.65270098766607,Medium
"Barnsley, Doncaster and Rotherham",UKE31,2008,12693,15868.910614525139,-3175.910614525139,79.98658703378061,Low
Sheffield,UKE32,2008,12980,15868.910614525139,-2888.910614525139,81.79515478598222,Low
Bradford,UKE41,2008,12240,15868.910614525139,-3628.910614525139,77.13194873500943,Low
Leeds,UKE42,2008,14290,15868.910614525139,-1578.910614525139,90.05028982216379,Low
Calderdale and Kirklees,UKE44,2008,13461,15868.910614525139,-2407.910614525139,84.82623871911453,Low
Wakefield,UKE45,2008,13688,15868.910614525139,-2180.910614525139,86.25670868339942,Low
Derby,UKF11,2008,12369,15868.910614525139,-3499.910614525139,77.94485897903036,Low
East Derbyshire,UKF12,2008,13170,15868.910614525139,-2698.910614525139,82.99246444771849,Low
South and West Derbyshire,UKF13,2008,15274,15868.910614525139,-594.910614525139,96.25109354399788,Medium
Nottingham,UKF14,2008,10781,15868.910614525139,-5087.910614525139,67.93787085883469,Low
North Nottinghamshire,UKF15,2008,13980,15868.910614525139,-1888.910614525139,88.0967845845941,Low
South Nottinghamshire,UKF16,2008,16529,15868.910614525139,660.089385474861,104.15963894125579,Medium
Leicester,UKF21,2008,10647,15868.910614525139,-5221.910614525139,67.0934524658207,Low
Leicestershire CC and Rutland,UKF22,2008,15770,15868.910614525139,-98.91061452513895,99.37670192410937,Medium
West Northamptonshire,UKF24,2008,16113,15868.910614525139,244.08938547486105,101.53816094503325,Medium
North Northamptonshire,UKF25,2008,15427,15868.910614525139,-441.91061452513895,97.2152429031855,Medium
Lincolnshire,UKF30,2008,14560,15868.910614525139,-1308.910614525139,91.751729867789,Low
"Herefordshire, County of",UKG11,2008,15692,15868.910614525139,-176.91061452513895,98.88517479981765,Medium
Worcestershire,UKG12,2008,16297,15868.910614525139,428.08938547486105,102.69766082797784,Medium
Warwickshire,UKG13,2008,17037,15868.910614525139,1168.089385474861,107.36086687895063,Medium
Telford and Wrekin,UKG21,2008,13071,15868.910614525139,-2797.910614525139,82.3686030976559,Low
Shropshire CC,UKG22,2008,15957,15868.910614525139,88.08938547486105,100.5551066964498,Medium
Stoke-on-Trent,UKG23,2008,11572,15868.910614525139,-4296.910614525139,72.9224600295367,Low
Staffordshire CC,UKG24,2008,15098,15868.910614525139,-770.910614525139,95.14200669944218,Medium
Birmingham,UKG31,2008,11899,15868.910614525139,-3969.910614525139,74.98309297368277,Low
Solihull,UKG32,2008,17450,15868.910614525139,1581.089385474861,109.96343998577733,Medium
Coventry,UKG33,2008,12510,15868.910614525139,-3358.910614525139,78.83338878063464,Low
Dudley,UKG36,2008,12683,15868.910614525139,-3185.910614525139,79.92357073579448,Low
Sandwell,UKG37,2008,10858,15868.910614525139,-5010.910614525139,68.42309635332781,Low
Walsall,UKG38,2008,11567,15868.910614525139,-4301.910614525139,72.89095188054362,Low
Wolverhampton,UKG39,2008,11909,15868.910614525139,-3959.910614525139,75.0461092716689,Low
Peterborough,UKH11,2008,14039,15868.910614525139,-1829.910614525139,88.4685807427122,Low
Cambridgeshire CC,UKH12,2008,17139,15868.910614525139,1270.089385474861,108.00363311840904,Medium
Suffolk,UKH14,2008,15509,15868.910614525139,-359.91061452513895,97.73197654667167,Medium
Norwich and East Norfolk,UKH15,2008,14048,15868.910614525139,-1820.910614525139,88.5252954108997,Low
North and West Norfolk,UKH16,2008,14148,15868.910614525139,-1720.910614525139,89.1554583907609,Low
Breckland and South Norfolk,UKH17,2008,14691,15868.910614525139,-1177.910614525139,92.57724337140715,Low
Luton,UKH21,2008,12330,15868.910614525139,-3538.910614525139,77.6990954168845,Low
Hertfordshire,UKH23,2008,19772,15868.910614525139,3903.089385474861,124.59582437815413,High
Bedford,UKH24,2008,16024,15868.910614525139,155.08938547486105,100.9773158929568,Medium
Central Bedfordshire,UKH25,2008,16933,15868.910614525139,1064.089385474861,106.705497379895,Medium
Southend-on-Sea,UKH31,2008,15363,15868.910614525139,-505.91061452513895,96.81193859607433,Medium
Thurrock,UKH32,2008,14482,15868.910614525139,-1386.910614525139,91.26020274349726,Low
